"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","Hutt Valley","All","All","All","All","All","All","All","All","All",FALSE,"0.110","0.067","0.168","  3,000","  1,000","  4,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","Capital and Coast","All","All","All","All","All","All","All","All","All",FALSE,"0.161","0.112","0.221","  9,000","  5,000"," 14,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","Wairarapa","All","All","All","All","All","All","All","All","All",FALSE,"0.104","0.048","0.189","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","Nelson Marlborough","All","All","All","All","All","All","All","All","All",FALSE,"0.151","0.088","0.236","  3,000","  1,000","  5,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","West Coast","All","All","All","All","All","All","All","All","All",FALSE,"0.129","0.028","0.331","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","Canterbury","All","All","All","All","All","All","All","All","All",FALSE,"0.158","0.108","0.219"," 16,000"," 10,000"," 23,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","South Canterbury","All","All","All","All","All","All","All","All","All",FALSE,"0.088","0.033","0.183","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Strengths and difficulties questionnaire","sdq_emotion_total","2021/22","2023/24","All","All","Southern","All","All","All","All","All","All","All","All","All",FALSE,"0.149","0.102","0.208","  9,000","  4,000"," 14,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Auckland Region","All","All","All","All","All","All","All","All",FALSE,"0.099","0.078","0.123"," 26,000"," 19,000"," 32,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All",FALSE,"0.134","0.099","0.176","  9,000","  6,000"," 12,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All",FALSE,"0.142","0.104","0.188"," 15,000"," 10,000"," 20,000",NA,NA,NA,"None"
"Strengths and difficulties questionnaire","sdq_emotion_total","2020/21","2022/23","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All",FALSE,"0.127","0.063","0.220","  2,000","      0","  3,000",NA,NA,NA,"None"
