"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Discontinued indicators","kidanxiety","2017/18","2019/20","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.046","0.035","0.059","  7,000","  5,000","  9,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2017/18","2019/20","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.057","0.045","0.071"," 10,000","  8,000"," 13,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2018/19","2020/21","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.025","0.019","0.031","  8,000","  6,000"," 10,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2018/19","2020/21","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.031","0.020","0.044","  6,000","  4,000","  8,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2018/19","2020/21","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.048","0.035","0.064","  8,000","  5,000"," 10,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2018/19","2020/21","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.059","0.046","0.076"," 10,000","  8,000"," 13,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2019/20","2021/22","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.025","0.019","0.033","  8,000","  6,000"," 10,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2019/20","2021/22","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.038","0.026","0.054","  7,000","  4,000","  9,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2019/20","2021/22","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.055","0.038","0.078","  9,000","  6,000"," 12,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2019/20","2021/22","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.049","0.032","0.070","  9,000","  6,000"," 12,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.012","0.006","0.022","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.036","0.019","0.062","      0","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.017","0.007","0.035","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.022","0.005","0.059","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.013","0.005","0.028","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.029","0.008","0.071","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.041","0.021","0.070","  2,000","      0","  3,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.025","0.014","0.041","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.018","0.010","0.029","  3,000","  2,000","  5,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.014","0.005","0.031","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.029","0.020","0.041","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.030","0.014","0.056","  2,000","  1,000","  3,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.024","0.008","0.053","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.012","0.001","0.049","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.027","0.011","0.054","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.009","0.004","0.015","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.027","0.012","0.054","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.024","0.011","0.047","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.023","0.007","0.055","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.022","0.007","0.050","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.046","0.022","0.085","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.049","0.025","0.085","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.030","0.015","0.053","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.015","0.009","0.024","  3,000","  1,000","  4,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.014","0.005","0.031","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.030","0.020","0.044","  4,000","  2,000","  6,000",NA,NA,NA,"None"
