"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Discontinued indicators","kidanxiety","2019/20","2021/22","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.026","0.019","0.033",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2019/20","2021/22","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.036","0.024","0.051",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2019/20","2021/22","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.053","0.037","0.074",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2019/20","2021/22","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.047","0.031","0.067",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.012","0.006","0.023",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.037","0.020","0.061",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.017","0.007","0.034",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.020","0.004","0.057",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.013","0.005","0.027",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.029","0.009","0.071",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.038","0.020","0.067",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.025","0.014","0.042",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.018","0.010","0.029",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.014","0.005","0.031",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.029","0.020","0.041",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.030","0.014","0.055",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.023","0.008","0.051",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.012","0.001","0.050",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2011/12","2013/14","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.026","0.011","0.053",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.009","0.005","0.016",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.028","0.012","0.054",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.023","0.010","0.046",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.021","0.006","0.051",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.023","0.007","0.054",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2012/13","2014/15","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.045","0.022","0.081",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
